Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
Local comercial;Pachacámac;0;0;0;25;600.0;360.0;112.0
Local comercial;Pachacámac;0;0;0;698;41903.0;13821.0;3667.0
Tienda/Salón;Lince;0;1;0;46;4000.0;;
Casa comercial;Lurigancho;4;0;1;182;8000.0;;14000.0
Local comercial;Jesús María;0;1;0;80;1900.0;850.0;2325.0
Local comercial;Comas;0;2;0;290;30000.0;11000.0;1300.0
Tienda/Salón;San Miguel;0;0;0;32;7200.0;100.0;327.0
Local comercial;Pachacámac;0;10;0;810;45000.0;6500.0;
Local comercial;Lurín;0;7;0;670;50250.0;16750.0;
Local comercial;San Borja;0;0;0;39;1200.0;690.0;146.0
Local comercial;Lince;0;0;0;30;1200.0;400.0;
Local comercial;Ate;0;0;0;36;1000.0;740.0;110.0
Local comercial;Ate;0;1;0;27;1000.0;795.0;183.0
Casa comercial;San Luis;9;6;1;240;7000.0;;618.0
Local comercial;Chorrillos;0;7;0;458;50000.0;17546.0;2943.0
Local comercial;Comas;0;1;0;115;11500.0;4200.0;690.0
Almacén;Ventanilla;0;0;0;500;5500.0;;
Tienda/Salón;Punta Negra;0;4;0;500;9500.0;;1000.0
Tienda/Salón;Ate;0;0;0;800;45000.0;29000.0;
Local comercial;San Borja;0;0;0;278;9600.0;2803.0;1607.0
Local comercial;Comas;0;1;0;29;1000.0;650.0;52.0
Local comercial;Ate;0;2;0;62;4000.0;1400.0;120.0
Tienda/Salón;La Perla;0;1;0;42;3500.0;817.0;452.0
Tienda/Salón;Ate;0;0;0;379;35000.0;4500.0;8680.0
Local comercial;Ate;0;1;0;29;1100.0;600.0;
Tienda/Salón;Los Olivos;0;0;0;85;6500.0;;398.0
Local comercial;Pachacámac;0;0;0;94;3290.0;1774.0;
Local comercial;Pachacámac;0;0;0;1074;64440.0;24165.0;
Local comercial;Pachacámac;0;2;0;510;35700.0;3892.0;
Local comercial;La Punta;0;3;0;699;76890.0;6990.0;2986.0
Tienda/Salón;Ate;0;1;0;50;5000.0;950.0;1600.0
Tienda/Salón;Jesús María;0;0;0;148;15000.0;;
Local comercial;Ate;0;1;0;33;990.0;1250.0;
Local comercial;Pachacámac;0;0;0;540;27000.0;14958.0;
Almacén;Chaclacayo;0;10;0;6200;70000.0;;4820.0
Local comercial;Rímac;0;0;0;150;25000.0;2400.0;1245.0
Local comercial;Pachacámac;0;0;0;311;8900.0;3740.0;1541.0
Tienda/Salón;Rímac;0;0;0;60;12000.0;;
Local comercial;Ate;0;1;0;36;1400.0;720.0;
Local comercial;Ate;0;2;0;100;5265.0;2220.0;7940.0
Local comercial;San Borja;0;0;0;90;2500.0;1000.0;370.0
Local comercial;Pachacámac;0;0;0;650;55000.0;4800.0;1500.0
Local comercial;San Luis;0;1;0;21;900.0;278.0;31.0
Local comercial;Comas;0;1;0;26;800.0;520.0;79.0
Tienda/Salón;Pachacámac;0;0;0;50;1000.0;1300.0;250.0
Local comercial;Pachacámac;0;0;0;92;2300.0;754.0;250.0
Local comercial;Ate;0;1;0;36;1100.0;735.0;313.0
Local comercial;Ventanilla;0;0;0;33;800.0;600.0;
Local comercial;Pachacámac;0;0;0;30;1400.0;400.0;790.0
Almacén;Lima;0;0;0;494;5000.0;;511.0
Local comercial;Lurigancho;0;1;0;27;2500.0;720.0;156.0
Local comercial;Ate;0;1;0;35;1350.0;1223.0;227.0
Local comercial;Ate;0;0;0;160;9000.0;5000.0;120.0
Local comercial;Pachacámac;0;0;0;364;10000.0;5790.0;1970.0
Local comercial;Ate;0;1;0;20;900.0;650.0;
Tienda/Salón;Callao;0;0;0;70;5000.0;;372.0
Local comercial;Ate;0;3;0;96;2500.0;2280.0;
Local comercial;Ate;0;1;0;32;2000.0;576.0;
Local comercial;Ate;0;1;0;50;1450.0;1000.0;112.0
Local comercial;Pachacámac;0;0;0;107;3000.0;2874.0;593.0
Local comercial;Pachacámac;0;0;0;35;700.0;600.0;110.0
Local comercial;San Isidro;0;0;0;35;1000.0;800.0;947.0
Local comercial;Pachacámac;0;0;0;200;20000.0;4312.0;1218.0
Local comercial;Ate;0;2;0;38;1000.0;1206.0;232.0
Local comercial;Mi Perú;0;0;0;55;6500.0;2572.0;
Tienda/Salón;Comas;0;6;0;170;90000.0;;
Local comercial;Ate;0;8;0;244;10000.0;7140.0;1347.0
Local comercial;Ate;0;5;0;184;11400.0;8814.0;14785.0
Local comercial;Ate;0;4;0;136;9900.0;4618.0;1096.0
Local comercial;Pachacámac;0;0;0;38;1100.0;478.0;115.0
Tienda/Salón;Pachacámac;0;0;0;218;10000.0;;1045.0
Local comercial;Chorrillos;0;3;0;169;13000.0;4494.0;849.0
Local comercial;Pachacámac;0;0;0;637;23000.0;9620.0;2730.0
Tienda/Salón;Pachacámac;0;0;0;104;7500.0;3039.0;580.0
Local comercial;Jesús María;0;2;0;47;2500.0;508.0;225.0
Casa comercial;Santa Anita;0;15;0;250;15000.0;;884.0
Local comercial;Pachacámac;0;0;0;869;52140.0;18349.0;4128.0
Almacén;Lince;0;0;0;12797;243159.0;35194.0;9598.0
Local comercial;Pachacámac;0;0;0;484;16000.0;7071.0;1745.0
Local comercial;Ate;0;1;0;44;1500.0;926.0;305.0
Tienda/Salón;Pachacámac;0;0;0;27;700.0;307.0;72.0
Local comercial;Pachacámac;0;0;0;62;1000.0;600.0;
Local comercial;Pachacámac;0;0;0;650;25000.0;18000.0;7000.0
Local comercial;Pachacámac;0;0;0;280;4000.0;4000.0;500.0
Local comercial;Pachacámac;0;0;0;30;850.0;306.0;116.0
Local comercial;Pachacámac;0;0;0;380;9000.0;4000.0;1682.0
Tienda/Salón;Ate;0;1;0;100;1500.0;1950.0;750.0
Local comercial;Ate;0;1;0;50;2000.0;1006.0;406.0
Local comercial;Pachacámac;0;0;0;140;3000.0;2090.0;500.0
Local comercial;Ate;0;1;0;26;800.0;592.0;
Local comercial;Ate;0;1;0;45;1500.0;980.0;273.0
Local comercial;Ate;0;2;0;54;1400.0;1575.0;249.0
Almacén;Los Olivos;0;0;0;1600;16000.0;;
Local comercial;Pachacámac;0;0;0;2669;253555.0;50711.0;
Local comercial;Pachacámac;0;0;0;30;800.0;288.0;66.0
Local comercial;Pachacámac;0;0;0;50;800.0;539.0;84.0
Tienda/Salón;Ventanilla;0;50;0;1000;12000.0;;1700.0
Tienda en Centro Comercial;San Borja;0;0;0;36;5000.0;720.0;284.0
Tienda/Salón;Ate;0;1;0;38;10000.0;650.0;9000.0
Casa comercial;Lurigancho;0;0;0;356;22000.0;;227.0
Local comercial;Ate;0;1;0;56;1000.0;1740.0;392.0
Local comercial;Pachacámac;0;0;0;56;600.0;817.0;120.0
Casa comercial;San Luis;0;0;0;220;3700.0;;992.0
Tienda/Salón;Lince;0;0;0;700;30000.0;;
Tienda/Salón;San Juan de Miraflores;0;0;0;560;12000.0;;706.0
Local comercial;Ate;0;3;0;63;2400.0;1870.0;336.0
Tienda/Salón;Comas;0;0;0;28;2200.0;798.0;194.0
Almacén;San Miguel;0;15;0;1000;9800.0;;630.0
Local comercial;Pachacámac;0;4;0;155;12400.0;3260.0;1077.0
Local comercial;Ate;0;1;0;32;950.0;585.0;100.0
Almacén;Barranco;0;10;0;500;2500.0;;
Local comercial;Pachacámac;0;0;0;36;600.0;566.0;84.0
Local comercial;Pachacámac;0;0;0;438;9500.0;4739.0;1575.0
Local comercial;Ate;0;0;0;6;4145.0;;
Local comercial;Mi Perú;0;1;0;26;700.0;480.0;33.0
Tienda/Salón;Jesús María;0;1;0;74;4000.0;750.0;
Tienda/Salón;Breña;0;0;0;180;3200.0;2000.0;100.0
Casa comercial;Pachacámac;0;0;0;490;10000.0;;803.0
Local comercial;Ate;0;1;0;31;3100.0;1607.0;1932.0
Tienda/Salón;Chorrillos;0;0;0;672;60000.0;19500.0;
Local comercial;Pachacámac;1;0;0;36;850.0;600.0;
Local comercial;Pachacámac;0;10;0;800;40000.0;8052.0;3426.0
Tienda en Centro Comercial;La Perla;0;0;0;110;15000.0;4000.0;1200.0
Local comercial;Pachacámac;0;6;0;650;20000.0;15000.0;
Local comercial;Ate;0;2;0;42;2200.0;1100.0;200.0
Local comercial;La Punta;0;1;0;22;550.0;580.0;56.0
Local comercial;Pachacámac;0;2;0;104;7800.0;2459.0;621.0
Tienda/Salón;Pachacámac;0;1;0;200;3500.0;1400.0;560.0
Local comercial;La Punta;0;1;0;30;1100.0;490.0;
Tienda/Salón;Ate;0;1;0;30;2000.0;1180.0;640.0
Local comercial;Pachacámac;0;3;0;156;9360.0;3217.0;
Local comercial;Ate;0;0;0;4900;220000.0;;
Tienda/Salón;Lince;0;0;0;120;1550.0;;
Local comercial;Pachacámac;0;0;0;30;700.0;520.0;
Local comercial;Puente Piedra;0;0;0;21;700.0;90.0;86.0
Tienda/Salón;Comas;0;0;0;20;2000.0;500.0;
Local comercial;Pachacámac;0;0;0;1100;55000.0;10400.0;45000.0
Local comercial;Pachacámac;0;0;0;200;4000.0;500.0;1435.0
Local comercial;Pachacámac;0;0;0;200;2500.0;2316.0;
Local comercial;Pachacámac;0;0;0;188;8000.0;3477.0;
Local comercial;Chorrillos;0;2;0;145;6000.0;2200.0;660.0
Tienda/Salón;Ate;0;1;0;30;1500.0;1146.0;649.0
Local comercial;Pachacámac;0;0;0;200;6000.0;2950.0;90.0
Local comercial;Ate;0;8;0;250;14750.0;10070.0;2513.0
Local comercial;Pachacámac;0;0;0;192;9216.0;3960.0;840.0
Local comercial;Lince;0;0;0;50;2300.0;400.0;
Local comercial;Callao;0;0;0;20;900.0;390.0;52.0
Local comercial;Pachacámac;0;0;0;360;10000.0;4000.0;826.0
Local comercial;Pachacámac;0;0;0;65;1900.0;1255.0;204.0
Local comercial;Jesús María;0;0;0;72;1700.0;830.0;
Local comercial;Pachacámac;0;0;0;58;1700.0;1352.0;219.0
Local comercial;Puente Piedra;0;5;0;1418;42547.0;;
Local comercial;Pachacámac;0;0;0;550;16000.0;6000.0;1780.0
Tienda/Salón;San Borja;0;0;0;541;55000.0;1310.0;
Local comercial;Ate;0;1;0;35;1800.0;1300.0;253.0
Tienda/Salón;Pachacámac;0;0;0;862;41000.0;11708.0;1982.0
Local comercial;Pachacámac;0;0;0;28;900.0;245.0;
Local comercial;Pachacámac;0;0;0;60;2250.0;710.0;191.0
Almacén;Santa Anita;0;2;0;520;6500.0;;3500.0
Tienda en Centro Comercial;Ate;0;4;0;150;6000.0;5612.0;
Local comercial;Pachacámac;0;0;0;43;700.0;782.0;102.0
Almacén;Rímac;0;0;0;850;7500.0;;575.0
Local comercial;Pachacámac;0;0;0;340;15343.0;7439.0;2013.0
Local comercial;Pachacámac;0;0;0;84;2200.0;2280.0;360.0
Local comercial;Ate;0;2;0;65;3000.0;1600.0;
Local comercial;Lurigancho;0;1;0;29;1500.0;756.0;130.0
Local comercial;Pachacámac;0;0;0;372;9500.0;4200.0;795.0
Local comercial;Pachacámac;0;0;0;110;3630.0;1420.0;350.0
Local comercial;Pachacámac;0;0;0;54;1000.0;563.0;
Local comercial;San Luis;0;1;0;22;1000.0;460.0;87.0
Local comercial;San Luis;0;1;0;24;850.0;480.0;
Local comercial;Ate;0;1;0;54;3200.0;1290.0;3711.0
Local comercial;Pachacámac;0;0;0;547;35000.0;13289.0;
Local comercial;Ate;0;1;0;43;1900.0;950.0;178.0
Casa comercial;San Miguel;11;1;0;300;10000.0;;124.0
Tienda/Salón;Ventanilla;0;0;0;35;1400.0;;
Local comercial;Comas;0;0;0;38;6000.0;1060.0;360.0
Local comercial;Rímac;2;1;0;36;4000.0;700.0;160.0
Local comercial;Pachacámac;0;0;0;20;500.0;550.0;
Local comercial;Santa Anita;0;0;0;25;750.0;450.0;
Casa comercial;Chorrillos;11;5;0;570;14000.0;;
Local comercial;Santa Anita;0;0;0;20;800.0;485.0;55.0
Tienda en Centro Comercial;Ate;0;0;0;80;3000.0;1245.0;1700.0
Casa comercial;La Punta;5;15;0;1000;29000.0;;
Local comercial;Pachacámac;0;0;0;57;1600.0;1300.0;1676.0
Local comercial;Pachacámac;0;0;0;310;7800.0;4500.0;
Local comercial;Pachacámac;0;0;0;200;10000.0;3836.0;502.0
Local comercial;Ate;0;1;0;21;1200.0;;
Local comercial;Jesús María;0;1;0;23;1000.0;410.0;
Local comercial;Lurigancho;0;1;0;30;2000.0;756.0;185.0
Tienda/Salón;San Borja;0;0;0;42;4100.0;;421.0
Local comercial;Ate;0;4;0;140;9900.0;4618.0;764.0
Local comercial;Pachacámac;0;0;0;222;12000.0;2600.0;
Almacén;Santa María del Mar;0;2;0;400;6500.0;;266.0
Local comercial;Ate;0;0;0;1421;35000.0;6086.0;
Tienda/Salón;San Borja;0;0;0;101;8000.0;;11685.0
Tienda/Salón;Ate;0;6;0;598;20000.0;12000.0;
Tienda/Salón;La Perla;0;1;0;45;4000.0;2100.0;420.0
Local comercial;Puente Piedra;0;0;0;90;2700.0;900.0;
Almacén;Ventanilla;0;10;0;2680;30000.0;;
Tienda/Salón;Ate;0;5;0;480;70000.0;9000.0;7500.0
Local comercial;Pachacámac;0;0;0;45;2250.0;850.0;113.0
Local comercial;Ate;0;1;0;30;1800.0;770.0;148.0
Local comercial;La Punta;0;9;0;324;9500.0;8500.0;1800.0
Local comercial;Pachacámac;0;0;0;245;25000.0;8570.0;1597.0
Local comercial;Ate;0;1;0;22;1000.0;436.0;
Local comercial;Lince;0;1;0;50;1000.0;;
Local comercial;Ate;0;4;0;172;8600.0;5788.0;3000.0
Local comercial;Pachacámac;0;0;0;90;4450.0;1980.0;470.0
Local comercial;Ate;0;1;0;25;1000.0;794.0;112.0
Local comercial;Pachacámac;0;0;0;51;1100.0;1700.0;214.0
Local comercial;La Punta;0;1;0;33;1100.0;470.0;
Local comercial;Pachacámac;0;2;0;330;8100.0;4800.0;1307.0
Tienda/Salón;San Borja;0;0;0;20;3000.0;;101.0
Local comercial;Pachacámac;0;0;0;40;800.0;780.0;79.0
Local comercial;Pachacámac;0;0;0;25;400.0;365.0;109.0
Tienda/Salón;Mi Perú;0;1;0;46;2000.0;;223.0
Local comercial;San Luis;0;0;0;21;750.0;550.0;50.0
Local comercial;Villa El Salvador;0;1;0;17;1000.0;359.0;112.0
Almacén;Chaclacayo;0;15;0;1000;15000.0;;1379.0
Tienda en Centro Comercial;Comas;0;0;0;40;1500.0;1138.0;587.0
Local comercial;Ate;0;1;0;30;1200.0;835.0;
Tienda/Salón;Comas;0;0;0;32;4000.0;1300.0;450.0
Local comercial;Ate;0;1;0;42;1800.0;1420.0;256.0
Local comercial;Comas;0;1;0;200;18000.0;4900.0;12325.0
Local comercial;Pachacámac;0;0;0;361;27099.0;6866.0;3252.0
Local comercial;Ate;0;1;0;60;2600.0;;
Almacén;Callao;0;0;0;1000;8000.0;;617.0
Tienda en Centro Comercial;San Miguel;0;1;0;30;800.0;566.0;84.0
Local comercial;Callao;0;0;0;41;800.0;450.0;120.0
Local comercial;Villa El Salvador;0;1;0;31;2000.0;1200.0;100.0
Tienda/Salón;Ate;0;0;0;118;4500.0;1450.0;
Local comercial;Ate;0;1;0;32;1500.0;643.0;
Local comercial;Pachacámac;0;0;0;674;25000.0;6000.0;21944.0
Tienda/Salón;Ate;0;1;0;90;3500.0;1443.0;12916.0
Local comercial;Comas;0;1;0;35;700.0;690.0;89.0
Local comercial;Ventanilla;0;0;0;32;600.0;580.0;103.0
Local comercial;Chorrillos;0;4;0;134;13000.0;5115.0;
Local comercial;Pachacámac;0;0;0;270;8000.0;3000.0;1250.0
Local comercial;San Juan de Miraflores;0;0;0;20;450.0;450.0;
Tienda/Salón;Pachacámac;0;0;0;984;15000.0;;4692.0
Local comercial;Callao;0;1;0;25;600.0;374.0;550.0
Local comercial;Pachacámac;0;0;0;50;1100.0;600.0;193.0
Local comercial;Ate;0;1;0;36;1500.0;1250.0;278.0
Local comercial;Rímac;0;6;0;450;105000.0;22868.0;
Local comercial;Pachacámac;0;1;0;581;29047.0;2541.0;1394.0
Local comercial;Pachacámac;0;0;0;50;800.0;470.0;100.0
Local comercial;Pachacámac;0;0;0;55;1200.0;410.0;100.0
Tienda/Salón;Villa El Salvador;0;0;0;600;88000.0;;
Tienda/Salón;Pachacámac;0;0;0;250;15000.0;;3773.0
Tienda/Salón;Jesús María;0;2;0;120;9500.0;1200.0;700.0
Local comercial;Jesús María;0;1;0;37;1400.0;400.0;
Local comercial;San Martín de Porres;0;1;0;29;1500.0;735.0;
Tienda en Centro Comercial;Ate;0;670;0;67;3300.0;2800.0;
Local comercial;Pachacámac;0;0;0;34;630.0;595.0;
Local comercial;Rímac;0;1;0;30;6440.0;1646.0;700.0
Local comercial;Ate;0;1;0;32;1000.0;441.0;
Local comercial;Pachacámac;0;0;0;700;20000.0;7235.0;
Local comercial;Ate;0;0;0;30;1500.0;900.0;150.0
Local comercial;Puente Piedra;0;5;0;170;9500.0;3700.0;
Local comercial;San Miguel;0;0;0;36;1200.0;460.0;120.0
Local comercial;Lince;0;1;0;46;1000.0;720.0;198.0
Tienda/Salón;Ate;0;1;0;73;4000.0;1051.0;350.0
Local comercial;Pachacámac;0;0;0;35;720.0;448.0;133.0
Almacén;Chaclacayo;0;0;0;500;5000.0;;
Local comercial;Pachacámac;0;0;0;293;14650.0;4239.0;1051.0
Local comercial;Pachacámac;0;0;0;350;18000.0;4900.0;
Local comercial;Ventanilla;0;0;0;30;500.0;275.0;36.0
Almacén;Lince;0;0;0;7000;130000.0;;8000.0
Tienda/Salón;Magdalena del Mar;0;0;0;52;3000.0;414.0;
Local comercial;Pachacámac;0;0;0;71;3500.0;548.0;109.0
Local comercial;San Luis;0;1;0;17;1000.0;290.0;
Tienda/Salón;San Borja;0;0;0;30;1200.0;365.0;95.0
Local comercial;Ate;0;1;0;30;1000.0;716.0;80.0
Tienda/Salón;Ate;0;1;0;120;8000.0;1661.0;
Casa comercial;San Bartolo;0;0;0;288;2200.0;;121.0
Local comercial;Jesús María;0;0;0;23;700.0;500.0;30.0
Local comercial;San Luis;0;1;0;36;800.0;640.0;
Local comercial;San Borja;0;0;0;41;800.0;563.0;
Local comercial;Jesús María;0;1;0;23;800.0;450.0;80.0
Local comercial;Pachacámac;0;0;0;205;11000.0;1950.0;
Tienda/Salón;Punta Negra;0;0;0;47;500.0;;180.0
Local comercial;Pachacámac;0;0;0;854;16900.0;9200.0;2387.0
Local comercial;Lince;0;1;0;24;600.0;350.0;
Local comercial;Punta Negra;0;0;0;24;1280.0;650.0;90.0
Almacén;Chaclacayo;0;40;0;8000;72000.0;;7880.0
Local comercial;Pachacámac;0;4;0;1111;99952.0;18880.0;3488.0
Local comercial;Lince;0;1;0;50;800.0;;
Local comercial;Ate;0;3;0;120;6400.0;2771.0;429.0
Tienda/Salón;Pachacámac;0;0;0;900;35000.0;;2200.0
Local comercial;Ventanilla;0;1;0;39;400.0;950.0;172.0
Tienda/Salón;San Borja;0;0;0;25;600.0;650.0;178.0
Local comercial;Pachacámac;0;0;0;347;29521.0;6724.0;
Local comercial;Pachacámac;0;0;0;394;15000.0;4562.0;2045.0
Local comercial;Pachacámac;0;0;0;530;26487.0;14674.0;
Local comercial;Pachacámac;0;0;0;295;14750.0;5613.0;
Local comercial;Ate;0;1;0;36;700.0;690.0;
Tienda/Salón;San Luis;0;0;0;95;1000.0;600.0;36.0
Local comercial;Comas;2;0;0;45;5500.0;2200.0;245.0
Local comercial;Lurigancho;0;1;0;28;1400.0;1404.0;146.0
Local comercial;Pachacámac;0;0;0;702;24000.0;4957.0;2575.0
Almacén;Santiago de Surco;0;0;0;1100;20000.0;;
Casa comercial;San Miguel;0;0;0;43;6500.0;;260.0
Almacén;Santa Rosa;0;0;0;800;9000.0;;770.0
Local comercial;Ate;0;1;0;30;1100.0;560.0;45.0
Tienda/Salón;Pachacámac;0;0;0;20;1050.0;;
Almacén;La Perla;0;4;0;2000;38000.0;8000.0;1700.0
Local comercial;Jesús María;0;18;0;957;38280.0;20097.0;
Local comercial;San Miguel;0;1;0;30;1100.0;1200.0;156.0
Local comercial;Jesús María;0;1;0;23;1500.0;346.0;
Casa comercial;Callao;0;0;0;779;20000.0;;
Casa comercial;Chorrillos;7;3;7;200;19900.0;;1300.0
Local comercial;Ate;0;2;0;63;3500.0;2300.0;527.0
Local comercial;San Bartolo;0;0;0;115;4000.0;1327.0;4260.0
Almacén;Ventanilla;0;0;0;1400;16000.0;;
Local comercial;Ate;0;0;0;32;1000.0;862.0;180.0
Local comercial;Jesús María;0;1;0;22;1000.0;550.0;170.0
Tienda/Salón;Lurigancho;0;0;0;25;3900.0;;150.0
Local comercial;Villa El Salvador;0;1;0;37;680.0;457.0;105.0
Local comercial;Pachacámac;0;0;0;505;17000.0;6349.0;15318.0
Local comercial;Pachacámac;0;0;0;227;8000.0;3800.0;1300.0
Local comercial;San Martín de Porres;0;1;0;51;2500.0;850.0;
Almacén;Ate;0;3;0;1000;15000.0;;3117.0
Local comercial;La Punta;0;10;0;440;25000.0;10000.0;1100.0
Local comercial;Lince;0;2;0;80;2600.0;971.0;434.0
Local comercial;Ate;0;1;0;110;2900.0;1756.0;280.0
Local comercial;Pachacámac;0;0;0;160;11000.0;5887.0;699.0
Local comercial;Pachacámac;0;0;0;490;35000.0;13737.0;2196.0
Tienda en Centro Comercial;Santa Anita;0;0;0;250;6500.0;600.0;1700.0
Local comercial;Ate;0;6;0;255;15000.0;7399.0;1805.0
Local comercial;Pachacámac;0;0;0;27;1200.0;450.0;
Local comercial;Pachacámac;0;0;0;77;3000.0;999.0;236.0
Local comercial;San Borja;0;0;0;39;2000.0;857.0;116.0
Local comercial;Pachacámac;0;0;0;195;5000.0;4576.0;1221.0
Local comercial;Ate;0;1;0;51;2000.0;1050.0;406.0
Tienda/Salón;San Isidro;0;0;0;35;1500.0;;
Local comercial;Comas;0;1;0;300;15000.0;8800.0;3135.0
Local comercial;Lince;0;1;0;24;800.0;560.0;56.0
Local comercial;Chorrillos;0;0;0;6;2294.0;;
Local comercial;Ate;0;7;0;445;39000.0;6600.0;1900.0
Local comercial;Pachacámac;0;80;0;4;175000.0;;
Tienda/Salón;San Borja;3;0;0;67;1800.0;210.0;
Local comercial;Los Olivos;0;0;0;70;2990.0;;196.0
Local comercial;Pachacámac;0;0;0;350;8000.0;4350.0;1810.0
Tienda/Salón;San Borja;0;0;0;285;20000.0;;470.0
Local comercial;Pachacámac;0;0;0;345;8000.0;12320.0;2024.0
Tienda/Salón;San Miguel;0;4;0;100;5000.0;1200.0;240.0
Local comercial;Chorrillos;0;0;0;20;1198.0;;
Local comercial;Chorrillos;0;4;0;100;10000.0;3255.0;
Local comercial;Pachacámac;0;0;0;423;9000.0;8082.0;
Local comercial;Ate;0;0;0;50;3800.0;1790.0;
Local comercial;San Miguel;0;1;0;40;1000.0;780.0;
Local comercial;Pachacámac;0;0;0;27;600.0;439.0;
Local comercial;La Molina;0;4;0;34;1500.0;500.0;971.0
Local comercial;Pachacámac;0;0;0;124;2649.0;4761.0;259.0
Local comercial;Ate;0;1;0;26;400.0;566.0;
Tienda/Salón;Comas;0;0;0;80;5800.0;;400.0
Local comercial;Pachacámac;0;0;0;61;2400.0;894.0;107.0
Local comercial;Ate;0;1;0;38;1600.0;1300.0;
Local comercial;Ate;0;1;0;35;1500.0;1315.0;244.0
Local comercial;Ate;0;1;0;23;700.0;400.0;80.0
Local comercial;Pachacámac;0;0;0;200;9000.0;4794.0;438.0
Local comercial;Pachacámac;0;2;0;60;6500.0;;
Tienda/Salón;Chaclacayo;0;0;0;120;7000.0;88.0;319.0
Local comercial;Ate;0;38;0;1188;119000.0;26578.0;
Local comercial;Pachacámac;0;0;0;414;16000.0;7534.0;1300.0
Local comercial;Pachacámac;0;1;0;28;1000.0;600.0;174.0
Tienda/Salón;Callao;0;0;0;28;900.0;;
Local comercial;Pachacámac;0;5;0;1110;83250.0;18870.0;3829.0
Local comercial;Santa Rosa;0;0;0;160;1800.0;;45.0
Local comercial;Ate;0;2;0;72;3900.0;1540.0;256.0
Tienda/Salón;San Miguel;0;0;0;720;50000.0;;7048.0
Local comercial;Pachacámac;0;0;0;31;600.0;308.0;150.0
Tienda/Salón;Ate;0;1;0;41;1800.0;850.0;244.0
Local comercial;Pachacámac;0;0;0;969;70000.0;23257.0;5693.0
Tienda/Salón;San Miguel;0;0;0;269;3500.0;;7640.0
Tienda/Salón;San Borja;0;0;0;18;1200.0;775.0;100.0
Tienda/Salón;Ate;0;4;0;300;12000.0;3222.0;4675.0
Local comercial;Ate;0;1;0;64;2400.0;1728.0;523.0
Tienda/Salón;San Isidro;0;2;0;100;6000.0;260.0;
Local comercial;Lince;0;1;0;25;650.0;;
Local comercial;Ate;0;4;0;138;4200.0;1200.0;220.0
Local comercial;Ate;0;3;0;111;5500.0;3555.0;606.0
Local comercial;San Miguel;0;2;0;46;2000.0;696.0;180.0
Tienda/Salón;Santa Rosa;0;0;0;120;1800.0;;
Local comercial;Pachacámac;0;2;0;1339;107142.0;26785.0;
Tienda/Salón;Ventanilla;0;0;0;75;4500.0;;223.0
Local comercial;Ate;0;50;0;1213;73000.0;;
Local comercial;Pachacámac;0;0;0;22;600.0;90.0;83.0
Local comercial;Lince;0;1;0;24;650.0;280.0;17.0
Local comercial;Pachacámac;0;0;0;20;400.0;261.0;77.0
Local comercial;Ate;0;1;0;42;1800.0;1359.0;325.0
Tienda/Salón;Ate;0;1;0;84;2500.0;2500.0;1900.0
Local comercial;Punta Hermosa;0;0;0;800;20000.0;;2400.0
Local comercial;Pachacámac;0;0;0;110;3500.0;1937.0;576.0
Local comercial;Jesús María;0;1;0;44;1400.0;441.0;296.0
Local comercial;Ate;0;0;0;376;29000.0;72765.0;9279.0
Local comercial;Ate;0;1;0;32;900.0;800.0;142.0
Local comercial;Ate;0;1;0;27;1200.0;708.0;112.0
Local comercial;Ate;0;4;0;98;6000.0;3294.0;
Casa comercial;Pucusana;4;20;0;434;8000.0;;450.0
Local comercial;Pachacámac;0;0;0;283;6000.0;4000.0;1479.0
Local comercial;Comas;0;4;0;210;25200.0;8085.0;1978.0
Tienda/Salón;Lurín;0;2;0;45;3000.0;500.0;
Local comercial;Rímac;0;1;0;270;27000.0;3820.0;
Local comercial;San Luis;0;1;0;22;700.0;455.0;52.0
Tienda/Salón;Pachacámac;0;0;0;537;18000.0;;1600.0
Local comercial;Ate;0;5;0;165;9000.0;4689.0;
Local comercial;Ate;0;12;0;474;23700.0;9980.0;3470.0
Local comercial;La Punta;0;10;0;450;15000.0;10000.0;1100.0
Local comercial;Pachacámac;0;0;0;35;700.0;290.0;50.0
Almacén;Independencia;0;0;0;1100;15000.0;;1671.0
Local comercial;Breña;0;23;0;1995;259350.0;;
Local comercial;Pachacámac;0;0;0;315;14175.0;5613.0;1561.0
Casa comercial;Chorrillos;0;2;0;460;10000.0;;1712.0
Local comercial;Ate;0;1;0;35;1800.0;1290.0;
Local comercial;San Miguel;0;1;0;33;1200.0;650.0;
Tienda/Salón;Pachacámac;0;0;0;2031;150000.0;;18956.0
Local comercial;Pachacámac;0;18;0;928;83534.0;25747.0;2552.0
Local comercial;Pachacámac;0;0;0;10;4919.0;;
Almacén;San Miguel;0;0;0;1800;20000.0;;1800.0
Local comercial;Pachacámac;0;0;0;520;13000.0;8000.0;1800.0
Local comercial;Ate;0;1;0;27;750.0;759.0;124.0
Local comercial;Ate;0;0;0;63;2500.0;1510.0;105.0
Local comercial;Callao;0;1;0;40;1200.0;920.0;
Local comercial;Ate;0;2;0;90;8000.0;2345.0;1282.0
Local comercial;Ventanilla;0;1;0;24;800.0;525.0;50.0
Tienda/Salón;Ate;0;6;0;550;50000.0;10800.0;7800.0
Local comercial;Chorrillos;0;1;0;755;110000.0;25579.0;3042.0
